"Zip Code","State","City","Zillow Home Value Index","Median Household Income"
27239,"NC","Denton",121244,160114
39530,"MS","Biloxi",78397,131329
32134,"FL","Fort Mc Coy",62624,92597
46809,"IN","Fort Wayne",87919,157772
1077,"MA","Southwick",242367,334037
46341,"IN","Hebron",181189,292691
79102,"TX","Amarillo",96851,177075
75428,"TX","Commerce",79454,125622
2743,"MA","Acushnet",284484,306429
38375,"TN","Selmer",71784,136723
93636,"CA","Madera",304330,345904
28168,"NC","Vale",132123,172636
55092,"MN","Wyoming",248595,330656
11518,"NY","East Rockaway",483892,554179
32456,"FL","Port Saint Joe",243815,172144
84337,"UT","Tremonton",203389,221999
7502,"NJ","Paterson",231254,261392
67230,"KS","Wichita",308581,754883
49408,"MI","Fennville",165497,186366
48117,"MI","Carleton",175788,271555
31408,"GA","Garden City",78748,129972
53572,"WI","Mount Horeb",276413,326996
29670,"SC","Pendleton",139711,174308
55355,"MN","Litchfield",135546,235687
14031,"NY","Clarence",283786,589304
3904,"ME"," Kittery",331684,236406
21048,"MD","Finksburg",344873,459580
92210,"CA","Indian Wells",710009,385287
48509,"MI","Burton",90034,200318
52802,"IA","Davenport",67062,140808
92408,"CA","San Bernardino",254547,164198
38004,"TN","Atoka",208752,283095
12061,"NY","East Greenbush",247933,379770
39170,"MS","Terry",171266,244083
83316,"ID","Buhl",171824,173631
44632,"OH","Hartville",161899,294478
77565,"TX","League City",268942,362958
85501,"AZ","Globe",121785,152358
98252,"WA","Granite Falls",318566,228204
35476,"AL","Northport",112334,146185
10522,"NY","Dobbs Ferry",723326,667713
92320,"CA","Calimesa",355287,185336
32132,"FL","Edgewater",147001,140559
37186,"TN","Westmoreland",116029,132491
32446,"FL","Marianna",125108,191087
1588,"MA","Whitinsville",283536,296076
10514,"NY","Chappaqua",836117,2349510
92610,"CA","Lake Forest",763742,515869
1220,"MA"," Adams",130166,184494
62832,"IL","Du Quoin",55872,177627
28207,"NC","Charlotte",927884,1502476
60464,"IL","Palos Park",333895,610822
48015,"MI","Center Line",89957,143182
81435,"CO","Mountain Village",827979,267857
48875,"MI","Portland",172104,256526
72916,"AR","Fort Smith",189198,293730
5156,"VT"," Springfield",129103,188528
21795,"MD","Williamsport",197634,251149
28103,"NC","Marshville",129258,193938
97383,"OR","Stayton",259548,209333
97351,"OR","Independence",233657,170652
80230,"CO","Denver",626691,471208
8835,"NJ","Manville",237634,250640
1863,"MA","Chelmsford",339370,329841
98841,"WA","Omak",146134,151823
98446,"WA","Summit",321913,263939
41129,"KY","Catlettsburg",96648,216495
70818,"LA","Baton Rouge",162484,271525
2494,"MA","Needham",820940,685122
7452,"NJ","Glen Rock",644592,841733
78576,"TX","Penitas",60191,108935
87402,"NM","Farmington",229109,375247
19350,"PA","New Garden",377133,668241
1450,"MA","Groton",459142,653042
8083,"NJ","Somerdale",173765,272163
1966,"MA","Rockport",525209,313488
7936,"NJ","East Hanover",520416,666371
27301,"NC","Greensboro",149987,218169
2493,"MA","Weston",1470781,3141836
97537,"OR","Rogue River",293766,146749
16441,"PA","Waterford",157558,254081
20712,"MD","Mount Rainier",364749,183787
5753,"VT"," Middlebury",253304,276135
78387,"TX","Sinton",75386,205576
35179,"AL","Falkville",119089,169928
98569,"WA","Ocean Shores",188055,120096
3249,"NH","Gilford",246874,274155
4107,"ME","Cape Elizabeth",413784,579744
37861,"TN","Rutledge",106554,129753
53527,"WI"," Cottage Grove",280879,365365
89519,"NV","Reno",518784,757950
33182,"FL","Tamiami",358905,335528
18651,"PA","Plymouth",46643,147180
80433,"CO","Conifer",482071,393481
4841,"ME","Rockland",152575,145886
61874,"IL","Savoy",215751,236878
44710,"OH","Canton",56140,130032
49461,"MI","Whitehall",161180,221750
85355,"AZ","Waddell",321509,306188
11771,"NY","Oyster Bay",840101,1193790
52353,"IA","Washington",121784,213236
98327,"WA","Dupont",339612,254031
45409,"OH","Kettering",140264,209000
1230,"MA"," Great Barrington",318900,260330
6710,"CT","Waterbury",114219,127820
60422,"IL","Flossmoor",206088,542152
11713,"NY","Bellport",297105,328344
74434,"OK","Fort Gibson",103173,201411
10589,"NY","Somers",431123,549880
94925,"CA","Corte Madera",1397540,696398
60514,"IL","Clarendon Hills",463643,758675
1475,"MA"," Winchendon",204324,223610
4096,"ME"," Yarmouth",413946,431774
90211,"CA","Beverly Hills",2288532,1069069
38344,"TN","Huntingdon",81815,154746
32409,"FL","Lynn Haven",208422,182865
86429,"AZ","Bullhead City",229922,134756
25304,"WV","Charleston",153511,322193
2916,"RI","East Providence",260111,293308
6482,"CT","Newtown",348764,577721
30607,"GA","Athens",144782,192138
30536,"GA","Ellijay",192914,135616
33973,"FL","Lehigh Acres",193250,117701
38008,"TN","Bolivar",60822,149079
85735,"AZ","Tucson",193505,172468
30622,"GA","Bogart",231462,338933
14905,"NY"," Elmira",115361,275019
3235,"NH","Franklin",169773,164325
14522,"NY"," Palmyra",117794,213410
31064,"GA","Monticello",108794,165540
67147,"KS","Valley Center",154241,292070
7045,"NJ","Montville",536775,710121
15658,"PA","Ligonier",133763,288276
33473,"FL","Boynton Beach",578556,438990
8889,"NJ","Readington",421654,638542
30025,"GA","Social Circle",184713,213098
66086,"KS","Tonganoxie",185812,264401
28694,"NC","West Jefferson",147525,138950
61525,"IL","Dunlap",232274,580857
19060,"PA","Garnet Valley",425474,616571
83712,"ID","Boise",409193,469366
98418,"WA","Tacoma",242096,179567
49071,"MI","Texas",207775,339226
54929,"WI","Clintonville",99220,194592
79410,"TX","Lubbock",123487,173985
74132,"OK","Tulsa",157665,346169
47448,"IN","Nashville",169428,199263
15131,"PA","White Oak",103877,222082
19021,"PA","Croydon",189130,222089
85012,"AZ","Phoenix",461580,324928
5819,"VT","St Johnsbury",144874,181357
92315,"CA","Big Bear Lake",343205,170487
49544,"MI","Walker",174855,218265
60041,"IL","Long Lake",157453,264437
7075,"NJ","Wood Ridge",402175,336479
11716,"NY"," Islip",368637,386752
2061,"MA","Norwell",633690,865343
44662,"OH","Navarre",117578,200787
95326,"CA","Hughson",356005,259496
2657,"MA","Provincetown",595707,144482
72730,"AR","Farmington",170221,195414
73080,"OK","Purcell",117622,211857
14059,"NY","Elma",239976,356022
47542,"IN","Huntingburg",123255,232495
46819,"IN","Fort Wayne",105499,184767
60442,"IL","Manhattan",246724,346029
63088,"MO","Valley Park",187632,228669
20710,"MD","Bladensburg",250943,161569
29541,"SC","Florence",120190,150954
78016,"TX","Devine",109310,214251
45154,"OH","Mount Orab",133863,167045
43076,"OH","Thornville",162205,226256
33850,"FL","Lake Alfred",148236,115751
18518,"PA","Old Forge",117252,209127
34431,"FL","Dunnellon",118145,127087
73078,"OK","Piedmont",205156,349969
78231,"TX","San Antonio",311610,560841
1460,"MA","Littleton",464318,431246
18222,"PA","Butler",149473,271441
80640,"CO","Commerce City",363249,288616
7657,"NJ","Ridgefield",456688,327968
8758,"NJ","Ocean",299041,256533
98402,"WA","Tacoma",304516,153927
75442,"TX","Farmersville",204183,211188
1952,"MA"," Salisbury",359216,244636
8823,"NJ","Franklin",236385,379600
15632,"PA","Murrysville",188147,404912
37190,"TN","Woodbury",133827,146898
43449,"OH","Oak Harbor",104636,210031
28754,"NC","Mars Hill",196389,130844
81211,"CO","Buena Vista",317174,179652
20640,"MD","Indian Head",213317,269517
72753,"AR","Prairie Grove",149942,167229
44047,"OH","Jefferson",115780,195215
11769,"NY"," Islip",384121,411327
99204,"WA","Spokane",217148,145781
12549,"NY"," Montgomery",246716,347710
35068,"AL","Fultondale",132797,162681
62056,"IL","Litchfield",62429,195474
2762,"MA","Plainville",371903,347221
23024,"VA","Bumpass",228810,225965
28761,"NC","Nebo",148156,134229
61282,"IL","Silvis",93725,172491
37871,"TN","Strawberry Plains",121667,159164
99320,"WA","Benton City",187443,225736
16507,"PA","Erie",33342,120416
7417,"NJ","Franklin Lakes",973242,1632413
51105,"IA","Sioux City",61095,113764
93428,"CA","Cambria",690084,222795
15690,"PA","Vandergrift",57407,167688
90077,"CA","Los Angeles",2663037,1649394
99021,"WA","Mead",290758,264418
29040,"SC","Dalzell",101761,147148
35652,"AL","Rogersville",118814,165673
60119,"IL","Elburn",281698,439253
84060,"UT","Park City",783510,689267
61036,"IL","Galena",165215,210884
64129,"MO","Kansas City",74892,125481
57719,"SD","Box Elder",199333,285164
12803,"NY","Moreau",173537,187139
13224,"NY","Syracuse",149171,276846
13617,"NY"," Canton",112794,209603
21629,"MD","Denton",196887,218171
48062,"MI","Richmond",188286,253469
48415,"MI","Birch Run",119760,204963
19945,"DE","Frankford",244967,142069
22172,"VA","Triangle",319962,257799
42262,"KY","Oak Grove",97569,83993
23230,"VA","Henrico",224553,197886
22932,"VA","Crozet",351133,306742
61065,"IL","Poplar Grove",143143,274957
4444,"ME"," Hampden",183710,309502
12983,"NY","Saranac Lake",168510,187657
31788,"GA","Moultrie",124160,132713
21029,"MD","Clarksville",712454,916417
23314,"VA","Carrollton",282982,280313
11954,"NY","Montauk",1412090,203671
45157,"OH","New Richmond",159756,237698
75785,"TX","Rusk",77407,163673
30755,"GA","Tunnel Hill",106052,145891
60416,"IL","Coal City",173689,261413
2460,"MA","Newton",921579,672533
60012,"IL","Crystal Lake",292259,545903
8722,"NJ","Beachwood",226475,296252
78643,"TX","Llano",185261,151856
21793,"MD","Walkersville",290619,327288
46506,"IN","Bremen",139474,251299
78368,"TX","Mathis",71269,182586
45327,"OH","Germantown",134759,230165
92276,"CA","Thousand Palms",239130,113160
95640,"CA","Ione",309792,187114
28785,"NC","Waynesville",113477,140989
99026,"WA","Nine Mile Falls",275778,278900
28741,"NC","Highlands",409500,122198
73086,"OK","Sulphur",74414,165009
8322,"NJ","Franklin",187661,315511
97370,"OR","Philomath",286407,232907
55439,"MN","Edina",489902,846257
74857,"OK","Norman",150603,219140
45121,"OH","Georgetown",109113,158519
25312,"WV","Charleston",108286,183714
37877,"TN","Talbott",137240,177084
8022,"NJ","Mansfield",266814,384973
35127,"AL","Pleasant Grove",135015,212066
95018,"CA","Felton",683886,277107
43935,"OH","Martins Ferry",58787,151732
54923,"WI","Berlin",119308,195873
7607,"NJ","Maywood",385857,356454
13078,"NY","De Witt",221732,479954
80125,"CO","Roxborough Park",468476,490927
10069,"NY","New York",2030545,1258210
17551,"PA","Millersville",195194,245049
95642,"CA","Jackson",331260,214428
90248,"CA","Los Angeles",568473,318125
13152,"NY"," Skaneateles",314437,462255
7716,"NJ","Atlantic Highlands",419443,417900
52748,"IA","Eldridge",216199,307725
45692,"OH","Wellston",62344,128457
49306,"MI","Belmont",257955,362602
10709,"NY","Eastchester",690500,588612
37347,"TN","Jasper",117371,156906
13036,"NY","Hastings",129903,200761
16866,"PA","Philipsburg",102207,173609
48429,"MI","Durand",96244,173451
22611,"VA","Berryville",314798,315831
22815,"VA","Broadway",168923,192237
27017,"NC","Dobson",119546,143672
55011,"MN","East Bethel",271856,338192
84029,"UT","Grantsville",274177,228420
48444,"MI","Imlay City",149975,194022
98922,"WA","Cle Elum",329425,169175
37322,"TN","Decatur",115680,139372
10536,"NY"," Bedford",638182,1353543
11777,"NY","Port Jefferson",572730,644790
53551,"WI","Lake Mills",217670,260523
8502,"NJ","Montgomery",618360,819808
8086,"NJ","West Deptford",189173,265521
98580,"WA","Roy",370268,231119
46327,"IN","Hammond",70669,146990
63012,"MO","Barnhart",163362,267039
7063,"NJ","Plainfield",220397,264175
95315,"CA","Delhi",246981,160962
24531,"VA","Chatham",84840,161814
29927,"SC","Hardeeville",112136,130204
15417,"PA","Brownsville",57463,156495
21219,"MD","Edgemere",244258,257740
37701,"TN","Alcoa",127814,181819
23120,"VA","Moseley",394707,377672
45176,"OH","Williamsburg",133879,182159
1151,"MA","Springfield",132567,119395
32064,"FL","Live Oak",82493,112470
37385,"TN","Tellico Plains",84573,110734
3824,"NH"," Durham",371539,299627
30553,"GA","Lavonia",139107,128159
30230,"GA","Hogansville",82873,136269
80421,"CO","Bailey",342343,222205
54482,"WI","Stevens Point",191499,297834
12204,"NY","Menands",195276,253208
24148,"VA","Ridgeway",76221,132015
17363,"PA","Hopewell",231946,294717
90716,"CA","Hawaiian Gardens",394840,169441
22712,"VA","Bealeton",280705,245722
29172,"SC","Pineridge",108120,154082
17540,"PA","Leacock-Leola-Bareville",215264,245362
34434,"FL","Dunnellon",139365,138374
2660,"MA","Dennis",342506,182574
49078,"MI","Otsego",133450,203884
95386,"CA","Waterford",262364,173495
37641,"TN","Chuckey",90691,138371
43906,"OH","Bellaire",53186,160748
58075,"ND","Wahpeton",135686,238648
7034,"NJ","Parsippany-Troy Hills",285152,286616
22942,"VA","Gordonsville",193549,206302
13642,"NY"," Gouverneur",68796,149075
98826,"WA","Leavenworth",379900,203323
74015,"OK","Catoosa",147092,226727
42330,"KY","Central City",76662,153329
70345,"LA","Cut Off",104735,423475
3825,"NH","Barrington",294070,284422
8071,"NJ","Pitman",171949,287903
21713,"MD","Boonsboro",249242,292651
32340,"FL","Madison",69639,133507
13037,"NY","Sullivan",133840,238813
60081,"IL","Spring Grove",259731,368296
12159,"NY","Slingerlands",358415,534191
98816,"WA","Chelan",256188,199259
77331,"TX","Coldspring",152371,162285
49240,"MI","Grass Lake",209989,253062
13904,"NY","Binghamton",71476,183979
44216,"OH","New Franklin",143566,284038
48359,"MI","Orion",239844,264036
2675,"MA","Yarmouth",378012,253170
19081,"PA","Swarthmore",271572,465860
18708,"PA","Shavertown",159429,388269
47882,"IN","Sullivan",73869,178078
18210,"PA","Penn Forest",119017,163997
15024,"PA","Indiana",144041,265297
63703,"MO","Cape Girardeau",79339,115618
31643,"GA","Quitman",59032,120251
72173,"AR","Vilonia",137158,195036
50644,"IA","Independence",114458,228103
56353,"MN","Milaca",174339,188885
77625,"TX","Kountze",125950,197431
97759,"OR","Sisters",407542,258282
16415,"PA","Fairview",192614,382461
46507,"IN","Bristol",175811,354146
55042,"MN","Lake Elmo",432866,534206
39154,"MS","Raymond",169654,208536
70359,"LA","Gray",142766,192614
44303,"OH","Akron",146994,267199
36107,"AL","Montgomery",25562,95236
55424,"MN","Edina",820084,1088870
11596,"NY","Williston Park",639718,574519
75454,"TX","Melissa",272917,271717
55810,"MN","Duluth",170359,226890
18801,"PA","Bridgewater",129899,252816
16226,"PA","Ford City",91447,177883
46280,"IN","Indianapolis",182747,242978
74851,"OK","McLoud",97707,171020
64123,"MO","Kansas City",60457,105233
66083,"KS","Spring Hill",217084,308743
94930,"CA","Fairfax",899646,390074
30666,"GA","Statham",162988,209767
85004,"AZ","Phoenix",261982,184431
5001,"VT","Hartford",226052,190489
36874,"AL","Salem",157216,164469
35620,"AL","Elkmont",115561,165338
68410,"NE","Nebraska City",121961,203064
98239,"WA","Coupeville",387664,226054
10604,"NY","White Plains",630793,671855
35085,"AL","Jemison",115486,142112
48657,"MI","Sanford",121325,211386
78252,"TX","San Antonio",156109,135123
1862,"MA","Billerica",432129,349787
7512,"NJ","Totowa",376316,391893
23219,"VA","Richmond",242757,500282
27051,"NC","Walkertown",125607,146910
97009,"OR","Boring",475145,273628
2191,"MA","Weymouth",372960,288346
15332,"PA","Union",151582,231339
79103,"TX","Amarillo",91447,158513
18058,"PA","Polk",139822,200487
29330,"SC","Cowpens",80383,127455
45619,"OH","Chesapeake",90951,148818
95713,"CA","Colfax",372826,204741
30740,"GA","Rocky Face",143870,223167
31719,"GA","Americus",54314,115936
33070,"FL","Tavernier",537433,222233
80924,"CO","Colorado Springs",466701,260370
7849,"NJ","Jefferson",276845,357527
53555,"WI","Lodi",256841,292960
37686,"TN","Piney Flats",172649,206594
13365,"NY"," Little Falls",77417,165441
31052,"GA","Lizella",137953,211359
66111,"KS","Kansas City",133706,172296
73005,"OK","Anadarko",34274,141080
3276,"NH","Northfield",191677,187588
79404,"TX","Lubbock",55710,119890
33449,"FL","Wellington",447303,507395
21032,"MD","Crownsville",448857,560649
1607,"MA","Worcester",204137,155647
48164,"MI","Huron",183869,281562
1504,"MA","Blackstone",283558,264517
86315,"AZ","Prescott Valley",325877,180525
3253,"NH"," Meredith",343529,237454
17851,"PA","Mount Carmel",21401,120972
70420,"LA","Abita Springs",190146,212848
15683,"PA","Scottdale",105786,183175
72176,"AR","Ward",109173,147605
93250,"CA","Mc Farland",202574,146887
7876,"NJ","Succasunna",362707,496310
98337,"WA","Bremerton",231731,123226
15931,"PA","Cambria",139829,234925
55812,"MN","Duluth",199904,225502
8833,"NJ","Clinton",432936,712169
66610,"KS","Topeka",239903,484062
98606,"WA","Brush Prairie",515503,364377
92371,"CA","Phelan",280723,155858
29322,"SC","Campobello",174658,178836
72031,"AR","Clinton",78613,120849
4039,"ME","Gray",238007,214917
19560,"PA","Muhlenberg",138910,195643
94515,"CA","Calistoga",814140,249296
60083,"IL","Wadsworth",236230,450936
85935,"AZ","Pinetop",257104,112694
35096,"AL","Lincoln",145337,155609
38574,"TN","Monterey",101463,126549
45764,"OH","Nelsonville",66336,99680
54548,"WI","Minocqua",225369,194283
18088,"PA","Lehigh",194820,234858
43019,"OH","Fredericktown",131926,206198
54001,"WI","Amery",165469,193194
1432,"MA"," Ayer",312867,246385
89447,"NV","Yerington",167329,153730
33567,"FL","Plant City",205148,190764
75704,"TX","Tyler",135246,146685
36551,"AL","Loxley",154727,164514
28422,"NC","Bolivia",253493,155508
30662,"GA","Royston",114358,119601
54495,"WI","Wisconsin Rapids",82779,155725
17020,"PA","Penn",158766,215226
20036,"DC","Washington",369766,435379
36104,"AL","Montgomery",19812,92064
6883,"CT","Weston",749287,1471812
62246,"IL","Greenville",101977,193041
14482,"NY"," Le Roy",114952,208313
11971,"NY","Southold",576137,276024
15042,"PA","New Sewickley",180258,253205
7642,"NJ","Hillsdale",509171,520050
29449,"SC","Hollywood",259455,198673
18328,"PA","Delaware",127553,186561
15204,"PA","Pittsburgh",60705,140503
45123,"OH","Greenfield",62557,137467
47394,"IN","Winchester",72047,159676
53168,"WI","Salem",170670,253660
97760,"OR","Terrebonne",345029,153265
32448,"FL","Marianna",76164,109858
64078,"MO","Peculiar",199778,238117
18073,"PA","Upper Hanover",252285,299883
78657,"TX","Horseshoe Bay",323088,365112
35079,"AL","Hayden",143263,167017
8098,"NJ","Pilesgrove",209181,310786
54942,"WI","Greenville",241079,333928
10510,"NY","Briarcliff Manor",716478,1259611
84655,"UT","Santaquin",292051,190927
33953,"FL","Port Charlotte",246591,169330
10989,"NY","Clarkstown",381573,425009
98329,"WA","Gig Harbor",340966,238911
10553,"NY","Mount Vernon",335536,265757
83638,"ID","McCall",314352,180967
81657,"CO","Vail",976154,257408
99567,"AK","Anchorage",424852,322585
68118,"NE","Omaha",274874,569867
4032,"ME"," Freeport",360305,300256
2539,"MA","Edgartown",860946,209851
36530,"AL","Elberta",182781,143311
32833,"FL","Wedgefield",277917,215001
73439,"OK","Kingston",86311,122223
70392,"LA","Patterson",110501,190229
46231,"IN","Indianapolis",139060,225466
96738,"HI","Waikoloa",465057,184582
27048,"NC","Stoneville",67716,150346
35986,"AL","Rainsville",111938,126554
61342,"IL","Mendota",89374,211843
66618,"KS","Topeka",166820,288165
2056,"MA","Norfolk",519634,557621
7981,"NJ","Hanover",484105,459548
48519,"MI","Burton",91372,143107
73065,"OK","Newcastle",180550,247585
7463,"NJ","Waldwick",436101,407259
65672,"MO","Hollister",145124,121493
93924,"CA","Carmel Valley",959010,359680
31901,"GA","Columbus",86643,117468
53130,"WI","Hales Corners",262253,254119
56011,"MN","Belle Plaine",235656,249163
62062,"IL","Maryville",200441,301054
35907,"AL","Southside",146337,218356
27822,"NC","Elm City",123487,174414
19565,"PA","Wernersville",189117,248623
86351,"AZ","Sedona",422696,222484
95953,"CA","Live Oak",223196,167518
80235,"CO","Denver",357458,253343
10927,"NY","Haverstraw",206896,229613
30742,"GA","Fort Oglethorpe",114798,107093
10706,"NY","Hastings on Hudson",729335,710047
16059,"PA","Middlesex",235240,316014
94939,"CA","Larkspur",1641987,713193
29472,"SC","Ridgeville",193460,144857
99005,"WA","Colbert",346991,341255
89179,"NV","Las Vegas",298737,218341
39652,"MS","Magnolia",93988,108671
50201,"IA","Nevada",151685,235770
54162,"WI","Pulaski",177035,225391
55041,"MN","Lake City",202332,212078
61341,"IL","Marseilles",108505,213159
7722,"NJ","Colts Neck",727854,1123072
38011,"TN","Brighton",139697,199324
35051,"AL","Columbiana",160899,183608
85603,"AZ","Bisbee",88512,112340
55731,"MN","Ely",107502,130606
1772,"MA","Southborough",666334,1010037
85087,"AZ","New River",367014,244381
30187,"GA","Winston",174969,228548
30814,"GA","Harlem",127290,159372
30633,"GA","Danielsville",119192,132188
53181,"WI","Twin Lakes",203598,191501
19079,"PA","Sharon Hill",91686,154020
8530,"NJ","Lambertville",384576,415055
28463,"NC","Tabor City",86046,99279
16417,"PA","Girard",124789,195180
46574,"IN","Walkerton",109492,164552
14445,"NY","East Rochester",112775,171625
37738,"TN","Gatlinburg",152439,156930
76078,"TX","New Fairview",215717,221693
95033,"CA","Lexington Hills",1196451,699024
6525,"CT","Woodbridge",392617,832484
54140,"WI","Little Chute",146853,214100
28468,"NC","Sunset Beach",250652,139689
53086,"WI","Slinger",251152,292200
3244,"NH"," Hillsborough",184715,195994
25303,"WV","South Charleston",107984,200237
14428,"NY","Riga",166028,260964
3865,"NH","Plaistow",289008,260233
24091,"VA","Floyd",135010,143730
30290,"GA","Tyrone",280894,364316
35062,"AL","Dora",106349,165197
95694,"CA","Winters",420998,270328
16063,"PA","Zelienople",197406,225964
46962,"IN","North Manchester",106172,183008
70437,"LA","Folsom",167983,197816
19127,"PA","Philadelphia",230843,148745
25702,"WV","Huntington",43612,106217
27605,"NC","Raleigh",551548,221438
3773,"NH"," Newport",155699,174508
7825,"NJ","Blairstown",283251,348268
44270,"OH","Rittman",111448,180160
78009,"TX","Castroville",211370,215320
10007,"NY","New York",2721964,1712816
28518,"NC","Beulaville",111855,126099
7821,"NJ","Byram",272180,395497
15223,"PA","Shaler",119117,158401
14454,"NY"," Geneseo",179361,192110
10992,"NY","Washingtonville",277808,343172
50273,"IA","Winterset",155662,210472
81621,"CO","Basalt",659689,249371
14472,"NY","Honeoye Falls",246831,424194
51534,"IA","Glenwood",169599,259551
15537,"PA","West Providence",123343,154876
52057,"IA","Manchester",136942,199817
75706,"TX","Tyler",116798,130257
32179,"FL","Ocklawaha",113030,98240
84101,"UT","Salt Lake City",317508,187383
53925,"WI","Columbus",177831,224986
50707,"IA","Evansdale",92589,152411
66617,"KS","Topeka",154647,244364
14892,"NY","Waverly",91581,160347
19938,"DE","Clayton",202818,212649
95322,"CA","Gustine",270449,160699
2857,"RI","Scituate",303677,319337
55009,"MN","Cannon Falls",227003,260920
17236,"PA","Montgomery",159017,220161
49866,"MI","Negaunee",130691,195458
66007,"KS","Basehor",232025,199143
78101,"TX","Floresville",251495,240025
18644,"PA","West Wyoming",115719,219428
27569,"NC","Princeton",137204,141796
49323,"MI","Dorr",189577,234607
27041,"NC","Pilot Mountain",129713,165051
35956,"AL","Sardis City",97015,130083
56425,"MN","Baxter",203503,215765
68434,"NE","Seward",174871,262691
65459,"MO","Dixon",100291,127583
33841,"FL","Fort Meade",86293,125755
50321,"IA","Des Moines",233508,281701
49349,"MI","White Cloud",61159,110705
17857,"PA","Point",131824,186558
60449,"IL","Monee",193348,283937
46737,"IN","Clear Lake",167971,195064
72007,"AR","Austin",131171,176349
44028,"OH","Grafton",195906,296786
55352,"MN","Jordan",308570,297068
56387,"MN","Waite Park",161539,130853
65625,"MO","Cassville",114798,135583
11740,"NY","Huntington",486419,447731
25306,"WV","Coal Fork",62123,108641
49329,"MI","Howard City",104323,151584
97496,"OR","Winston",162680,113589
56265,"MN","Montevideo",84308,200052
13367,"NY"," Lowville",128553,171594
60501,"IL","Summit",161168,168020
99022,"WA","Medical Lake",220141,198311
55328,"MN","Delano",270673,293246
24557,"VA","Gretna",83662,125081
53014,"WI"," Chilton",141822,200933
10579,"NY","Putnam Valley",370408,392537
19137,"PA","Philadelphia",152280,160745
7656,"NJ","Park Ridge",537286,508132
35044,"AL","Childersburg",90411,123233
1364,"MA"," Orange",144640,141583
75956,"TX","Kirbyville",94724,138498
21783,"MD","Smithsburg",217659,244496
30108,"GA","Bowdon",108450,128963
49651,"MI","Lake City",83908,128292
3281,"NH","Weare",260371,264166
91935,"CA","Jamul",669581,376333
48357,"MI","Highland",270169,294815
53182,"WI","Union Grove",228475,246170
7605,"NJ","Leonia",513485,397747
55115,"MN","Mahtomedi",338602,448814
15085,"PA","Penn",131333,233763
87740,"NM","Raton",92700,120187
25413,"WV","Bunker Hill",173848,181170
70633,"LA","Dequincy",81125,163047
17584,"PA","Willow Street",219462,280068
60155,"IL","Broadview",157655,170659
65619,"MO","Battlefield",161426,190086
98589,"WA","Tenino",303011,181735
98629,"WA","La Center",426087,267737
24078,"VA","Collinsville",87478,114981
78538,"TX","Edcouch",44119,101356
36375,"AL","Slocomb",84219,110370
55336,"MN","Glencoe",156503,205389
62626,"IL","Carlinville",76600,191580
48039,"MI","Marine City",97851,177916
92624,"CA","San Clemente",933951,329009
28722,"NC","Columbus",215884,157541
85307,"AZ","Glendale",200823,159414
60042,"IL","Island Lake",165489,238659
66043,"KS","Lansing",176266,251881
6339,"CT","Ledyard",221116,278944
13214,"NY","De Witt",156844,241655
2653,"MA","Orleans",607401,205376
4963,"ME"," Oakland",135321,181576
33332,"FL","Weston",583833,607371
24175,"VA","Troutville",196417,234153
48734,"MI","Frankenmuth",184344,276047
27371,"NC","Troy",91765,122509
72081,"AR","Judsonia",79662,116914
37331,"TN","Etowah",80375,124461
43146,"OH","Orient",189709,246737
1590,"MA","Sutton",369793,428458
48165,"MI","New Hudson",297513,215598
84738,"UT","Ivins",292888,175677
14589,"NY","Williamson",125620,191480
7504,"NJ","Paterson",260712,221307
28429,"NC","Castle Hayne",154597,151973
60069,"IL","Lincolnshire",447723,650144
65712,"MO","Mount Vernon",101617,151204
72837,"AR","Dover",100881,148349
37916,"TN","Knoxville",184546,22163
7823,"NJ","Belvidere",201432,224736
44230,"OH","Doylestown",145974,207515
54801,"WI","Spooner",125564,144505
4084,"ME","Standish",250987,204819
6779,"CT","Watertown",171217,214968
14903,"NY"," Elmira",89628,208539
7945,"NJ","Mendham",712334,1404188
28305,"NC","Fayetteville",135253,240644
13035,"NY"," Cazenovia",223159,386108
8078,"NJ","Runnemede",143491,193634
98465,"WA","Tacoma",335110,185773
18954,"PA","Richboro",429728,545011
31329,"GA","Springfield",131796,162066
85937,"AZ","Snowflake",158646,119606
76655,"TX","Lorena",200289,235665
75167,"TX","Waxahachie",280733,248330
97523,"OR","Cave Junction",201780,70857
97707,"OR","Bend",301318,180809
18330,"PA","Effort",154834,189889
11797,"NY","Woodbury",950288,1026690
66085,"KS","Overland Park",399670,504365
16055,"PA","Buffalo",196619,276098
17316,"PA","Reading",188902,227618
95446,"CA","Guerneville",462743,112439
11023,"NY","Great Neck",1215050,673720
59635,"MT","East Helena",205608,173818
46278,"IN","Indianapolis",265219,502910
14141,"NY","Concord",145008,191639
32266,"FL","Neptune Beach",416949,299688
83274,"ID","Shelley",184109,183894
76704,"TX","Waco",61696,62653
31808,"GA","Columbus",221038,265405
2633,"MA","Chatham",650644,214919
86440,"AZ","Mohave Valley",164904,94025
27882,"NC","Spring Hope",99361,125299
55616,"MN","Two Harbors",192347,164947
46923,"IN","Delphi",100253,173904
19095,"PA","Abington",293534,263344
32626,"FL","Manattee Road",97301,93915
54944,"WI","Hortonville",201543,280800
19939,"DE","Dagsboro",253897,186826
43543,"OH","Montpelier",75659,144346
95932,"CA","Colusa",207220,170902
93463,"CA","Solvang",743031,333113
29148,"SC","Summerton",138170,92639
38651,"MS","Nesbit",205500,208656
91978,"CA","Spring Valley",519490,231708
